date,no1,no2,no3,no4,no5
2019-06-05 11:00:00,-1.2348,-2.0247,-0.6488,0.3606,0.8339
2019-06-05 12:00:00,-0.3107,-0.2187,0.9408,1.6196,-0.3883
2019-06-05 13:00:00,-0.5869,0.0441,-0.8909,0.9062,-0.9572
2019-06-05 14:00:00,1.1847,1.2501,-0.2807,-2.2239,-0.5461
2019-06-05 15:00:00,0.8255,0.2451,-0.0047,0.564,-0.4962
2019-06-05 16:00:00,0.2693,1.7171,0.0184,-0.6223,0.0755
2019-06-05 17:00:00,0.5439,-0.2338,-1.002,-0.1298,1.739
2019-06-05 18:00:00,0.0166,0.3751,-0.4382,-1.4385,0.0728
2019-06-05 19:00:00,-1.4281,0.2682,0.0538,0.0972,-0.0362
2019-06-05 20:00:00,0.0142,-0.4012,0.5895,0.6742,0.7969
2019-06-05 21:00:00,1.5716,0.9136,2.086,-0.2836,-1.0113
2019-06-05 22:00:00,-0.0111,-0.6646,1.3824,-1.0397,-2.2017
2019-06-05 23:00:00,0.1094,-0.2102,1.1251,0.6259,-2.1023
2019-06-06 00:00:00,0.5088,0.5825,0.4332,-0.8965,0.8676
2019-06-06 01:00:00,-0.4614,0.0395,0.4351,0.5494,1.1573
2019-06-06 02:00:00,-0.4747,-0.7757,0.7093,-1.8129,-0.3979
2019-06-06 03:00:00,-0.7461,1.4307,-0.3535,-0.1118,-0.5795
2019-06-06 04:00:00,-1.3695,-0.5427,0.6675,-2.0293,0.1836
2019-06-06 05:00:00,1.5941,-1.6568,-1.1466,-1.9328,-0.2812
2019-06-06 06:00:00,1.1201,-0.8381,0.1792,-0.2337,-0.9364
2019-06-06 07:00:00,-0.2841,0.6651,1.4179,-1.8145,-0.2593
2019-06-06 08:00:00,1.0557,0.2631,-0.0875,0.3629,0.0643
2019-06-06 09:00:00,-0.086,0.8942,2.441,0.9919,-0.2251
2019-06-06 10:00:00,0.7908,-0.1279,-1.6624,-0.7296,0.5962
2019-06-06 11:00:00,-0.2789,-0.1909,-0.0607,-1.0113,-0.729
2019-06-06 12:00:00,0.3165,-1.4934,-0.1567,-0.7009,2.1342
2019-06-06 13:00:00,0.8734,0.7811,-0.7511,-1.9283,-0.8673
2019-06-06 14:00:00,0.5458,-1.5117,1.1316,-0.8431,-1.0409
2019-06-06 15:00:00,0.8049,-0.8265,0.9772,1.0843,0.7702
2019-06-06 16:00:00,0.4767,0.7162,-1.9534,-1.3011,-0.5371
2019-06-06 17:00:00,-1.8309,-2.1907,-0.2295,1.6722,-0.0541
2019-06-06 18:00:00,-0.3928,1.8056,0.5899,0.782,0.3046
2019-06-06 19:00:00,-0.3669,1.0532,-0.8878,-0.86,-1.1474
2019-06-06 20:00:00,0.2648,-0.1765,0.6743,-0.4584,-0.2764
2019-06-06 21:00:00,-0.4077,-0.899,-0.81,0.2364,0.5893
2019-06-06 22:00:00,-0.418,2.0297,-0.0576,0.6306,-1.5602
2019-06-06 23:00:00,0.8162,0.1482,-1.5006,-1.7016,-1.3944
2019-06-07 00:00:00,1.6376,-0.6453,-1.5139,-0.6727,0.5537
2019-06-07 01:00:00,1.6967,-0.4076,-1.3136,0.1128,1.1042
2019-06-07 02:00:00,-0.7844,-0.0832,0.8543,0.2999,0.792
2019-06-07 03:00:00,-0.3366,-1.5595,-1.3668,-0.3908,-1.3566
2019-06-07 04:00:00,0.1361,2.6583,0.1489,-1.1023,-0.5061
2019-06-07 05:00:00,-1.3235,-2.5412,-0.1668,-1.5447,-1.0775
2019-06-07 06:00:00,1.0325,-0.9919,-0.3299,-1.1998,-0.7035
2019-06-07 07:00:00,2.0161,-0.848,-0.1599,-2.0263,0.6255
2019-06-07 08:00:00,-1.1197,1.8092,-1.8692,0.9277,0.6681
2019-06-07 09:00:00,-0.6488,0.7776,1.1083,-0.9111,1.008
2019-06-07 10:00:00,-0.6961,-0.0647,-0.6788,1.0972,-1.1316
2019-06-07 11:00:00,-0.9479,0.319,1.3058,1.9442,0.1804
2019-06-07 12:00:00,-0.3604,-1.3584,-0.8847,0.3795,-1.2268
2019-06-07 13:00:00,1.455,-1.1479,-1.0238,-1.0693,-1.5456
2019-06-07 14:00:00,0.9674,1.3157,-0.9685,-0.1909,-2.0971
2019-06-07 15:00:00,-0.9474,-0.0723,-0.2049,0.9233,1.532
2019-06-07 16:00:00,0.6013,-2.0496,-0.096,-0.1075,0.8093
2019-06-07 17:00:00,-3.1726,-0.6923,-0.2629,0.1658,-0.2656
2019-06-07 18:00:00,-1.938,0.601,1.9709,1.0244,1.6817
2019-06-07 19:00:00,0.4964,0.3947,-0.7069,1.282,0.067
2019-06-07 20:00:00,-0.7075,-0.996,0.5159,0.1177,0.1857
2019-06-07 21:00:00,-1.6526,-0.306,1.1677,0.0192,0.9198
2019-06-07 22:00:00,0.958,0.2115,0.367,0.7406,0.5416
2019-06-07 23:00:00,0.0957,-0.2484,0.6414,-0.0974,-1.0861
2019-06-08 00:00:00,2.0972,-1.6264,-1.793,0.1645,1.4398
2019-06-08 01:00:00,-1.7586,-0.4611,1.1578,-0.423,0.2373
2019-06-08 02:00:00,0.0181,-1.0416,-0.5091,0.0889,0.3614
2019-06-08 03:00:00,-0.4996,-0.013,-0.7717,0.9596,-1.9461
2019-06-08 04:00:00,-0.9262,0.6652,-1.1702,-1.5644,-0.3747
2019-06-08 05:00:00,-0.4312,-1.4878,1.5715,1.1739,-2.0136
2019-06-08 06:00:00,0.4469,0.8834,-0.042,0.0188,-1.2657
2019-06-08 07:00:00,0.6663,0.9759,-0.2927,-0.6889,-1.704
2019-06-08 08:00:00,-0.6288,-0.6783,-0.8943,-0.613,0.7187
2019-06-08 09:00:00,2.4247,0.1002,1.2236,-0.7702,-0.5925
2019-06-08 10:00:00,0.8446,1.6724,1.0438,1.7574,0.7778
2019-06-08 11:00:00,0.202,0.735,0.7923,1.1985,0.4216
2019-06-08 12:00:00,-0.4874,-0.9351,0.8461,-0.9866,-0.1193
2019-06-08 13:00:00,0.7182,-0.9916,0.0698,-1.126,2.0806
2019-06-08 14:00:00,0.1767,0.1014,-1.6096,1.6807,-0.9725
2019-06-08 15:00:00,0.0343,-0.5657,-0.6546,-0.2339,0.4329
2019-06-08 16:00:00,1.0503,0.4461,0.3152,-1.4091,-0.3458
2019-06-08 17:00:00,0.0534,-1.4833,0.7718,1.9745,-0.6369
2019-06-08 18:00:00,0.4214,0.7034,0.2082,-1.7301,0.4984
2019-06-08 19:00:00,0.6235,0.6952,0.1101,0.2442,0.0992
2019-06-08 20:00:00,-0.5648,-0.404,1.6307,0.9778,1.6663
2019-06-08 21:00:00,0.1579,-1.6932,0.2732,0.5783,0.2787
2019-06-08 22:00:00,0.8515,-1.2858,-1.0991,1.1037,-0.1477
2019-06-08 23:00:00,0.9865,-0.5474,-0.9076,0.2565,-0.5312
2019-06-09 00:00:00,0.5807,-0.6613,-0.1087,0.3478,0.9188
2019-06-09 01:00:00,-0.3276,-2.5172,-0.6459,0.6831,1.8505
2019-06-09 02:00:00,1.0953,0.1636,0.0721,-1.6353,-0.2686
2019-06-09 03:00:00,-1.6977,0.0806,-0.911,0.8813,-0.9109
2019-06-09 04:00:00,-1.4149,-0.0322,-0.4473,-0.2174,0.4544
2019-06-09 05:00:00,-0.1016,0.3295,0.2018,-0.2713,1.5417
2019-06-09 06:00:00,-0.8371,-1.2124,-0.7107,2.7125,0.7842
2019-06-09 07:00:00,0.8631,0.4936,-0.9463,1.0517,0.4473
2019-06-09 08:00:00,0.2502,1.4401,0.4208,0.0236,-0.4327
2019-06-09 09:00:00,-0.4076,-0.8164,-1.6434,1.0504,-1.5683
2019-06-09 10:00:00,0.7122,-1.534,-0.792,-0.3055,0.6895
2019-06-09 11:00:00,-1.1429,-1.0355,1.0382,1.7548,-0.8128
2019-06-09 12:00:00,0.1426,-0.3556,0.216,-1.3579,0.9638
2019-06-09 13:00:00,0.5288,-1.5033,1.4783,-0.3262,-0.3556
2019-06-09 14:00:00,0.3756,-0.0268,-0.4785,1.2082,1.0238
2019-06-09 15:00:00,-0.0379,0.4117,-0.4893,0.8775,1.6049
2019-06-09 16:00:00,-0.1147,-0.0807,-0.7568,-1.8425,0.7968
2019-06-09 17:00:00,0.2537,-0.8056,-0.2532,-1.4394,-0.9725
2019-06-09 18:00:00,-0.3282,0.4709,-0.7197,-0.3094,-2.1125
2019-06-09 19:00:00,0.5225,0.1363,-1.2265,-1.1587,0.3265
2019-06-09 20:00:00,0.141,0.1722,-1.1535,-1.6647,-0.9422
2019-06-09 21:00:00,0.3383,-1.0208,0.5559,0.2374,0.361
2019-06-09 22:00:00,1.1441,0.0384,-0.1138,-0.7398,-0.144
2019-06-09 23:00:00,0.0252,-0.6265,1.0362,-0.0017,0.1824
2019-06-10 00:00:00,0.7471,0.2645,-0.6264,-0.1206,-0.298
2019-06-10 01:00:00,-1.4876,-0.3391,-0.4017,-1.4181,0.0599
2019-06-10 02:00:00,-0.9503,-3.0745,0.3853,-1.6224,-0.6792
2019-06-10 03:00:00,0.7302,0.1371,-0.1866,-2.2028,-0.483
2019-06-10 04:00:00,-1.2498,0.4682,-0.335,-0.5201,-0.0024
2019-06-10 05:00:00,-0.4943,2.2162,-0.4141,-0.1016,-1.1302
2019-06-10 06:00:00,1.4554,-0.3419,-0.5542,-2.3364,-0.034
2019-06-10 07:00:00,0.6966,-0.5958,-0.2371,-0.4006,-0.421
2019-06-10 08:00:00,-0.9289,-1.0611,0.8204,1.157,-1.0358
2019-06-10 09:00:00,-0.3915,0.4465,-0.7227,-0.9164,0.2133
2019-06-10 10:00:00,-0.9801,-1.9812,0.24,0.2947,-0.8208
2019-06-10 11:00:00,-0.5125,0.7113,0.389,1.1751,1.7753
2019-06-10 12:00:00,-0.2795,-0.8743,-0.4062,-0.1015,0.7612
2019-06-10 13:00:00,1.4707,-0.4273,-1.6108,0.575,0.0943
2019-06-10 14:00:00,-1.9139,-0.2205,0.2671,1.0157,-0.3315
2019-06-10 15:00:00,0.1922,0.6697,0.5279,-1.1524,-0.19
2019-06-10 16:00:00,1.0523,-0.1094,-0.5543,0.1484,-0.7499
2019-06-10 17:00:00,-1.2354,-0.6138,-0.2276,-1.4747,-0.2242
2019-06-10 18:00:00,0.3173,-0.2695,0.0382,-0.7744,0.6733
2019-06-10 19:00:00,-1.1488,0.5499,1.3865,-1.1028,-1.3031
2019-06-10 20:00:00,0.6708,-0.85,-0.9656,1.3296,-1.1717
2019-06-10 21:00:00,0.1678,-0.4469,0.4012,1.2742,2.1932
2019-06-10 22:00:00,0.9234,0.9784,-0.6076,-0.1109,-0.8294
2019-06-10 23:00:00,0.2221,-0.8527,0.632,0.1321,0.7966
2019-06-11 00:00:00,-1.3434,-0.1337,0.3566,-1.0771,-0.2953
2019-06-11 01:00:00,1.1117,-0.1087,-0.9174,-0.6091,0.8044
2019-06-11 02:00:00,-0.0533,0.1035,0.8423,1.7871,0.1687
2019-06-11 03:00:00,-1.5882,0.3434,-1.0349,-0.4636,-0.2911
2019-06-11 04:00:00,1.9691,-0.7068,0.6051,1.2971,0.1404
2019-06-11 05:00:00,1.2501,1.5354,-1.5199,0.4571,-0.0687
2019-06-11 06:00:00,-1.6792,-0.4942,-0.3747,0.1495,0.4204
2019-06-11 07:00:00,-2.2506,-0.6613,0.4225,0.6231,-0.9288
2019-06-11 08:00:00,1.6255,-0.4895,0.3034,1.8243,-0.6455
2019-06-11 09:00:00,-2.4549,0.1943,0.2579,0.802,-1.6859
2019-06-11 10:00:00,1.7189,0.0802,-0.7658,1.2328,-0.9736
2019-06-11 11:00:00,-1.1437,-0.2706,1.2127,-1.8942,1.5699
2019-06-11 12:00:00,-0.4629,1.0758,-0.6723,-0.7379,-0.4781
2019-06-11 13:00:00,0.3708,0.3918,-1.1834,-0.6888,-0.4338
2019-06-11 14:00:00,0.0602,0.7899,-0.2714,1.3488,-1.1696
2019-06-11 15:00:00,-1.4806,1.6965,1.2198,-0.5194,1.4755
2019-06-11 16:00:00,1.1809,-0.9774,0.6862,-0.2843,1.0432
2019-06-11 17:00:00,1.4129,0.3281,-1.0792,-0.4076,1.7803
2019-06-11 18:00:00,0.7259,0.1237,0.5419,-0.5809,0.4535
2019-06-11 19:00:00,0.7458,-0.2526,-1.0766,-0.884,2.1522
2019-06-11 20:00:00,-0.9062,0.7295,-1.1903,0.7462,-1.8037
2019-06-11 21:00:00,-0.4574,1.3241,1.1716,0.5471,-0.1597
2019-06-11 22:00:00,0.4605,-0.55,1.2085,-0.7046,0.4289
2019-06-11 23:00:00,1.5893,2.1901,1.0681,-0.245,-1.1605
2019-06-12 00:00:00,0.4928,-1.508,1.8363,1.0334,-3.4813
2019-06-12 01:00:00,0.4179,0.3281,-1.9896,0.9851,-0.7814
2019-06-12 02:00:00,-1.4925,-1.3631,0.5982,-1.9103,0.4354
2019-06-12 03:00:00,-1.8102,0.8369,-0.5588,-0.5418,1.4134
2019-06-12 04:00:00,0.5364,0.0319,1.4575,-0.9078,-0.8234
2019-06-12 05:00:00,0.417,-0.0048,0.5737,-0.8894,2.1173
2019-06-12 06:00:00,-0.0639,-0.3516,0.3108,-0.3978,-1.4074
2019-06-12 07:00:00,-0.1441,0.1489,1.258,-1.3684,-2.6161
2019-06-12 08:00:00,0.0771,1.1968,0.2955,0.1269,0.0925
2019-06-12 09:00:00,-0.6815,1.1617,-0.0559,-0.7518,0.1774
2019-06-12 10:00:00,1.3857,0.5207,-0.626,0.8456,-0.3383
2019-06-12 11:00:00,0.494,1.1091,-0.5731,-2.2764,1.9171
2019-06-12 12:00:00,0.9599,-0.6852,-0.045,-0.0264,-0.1552
2019-06-12 13:00:00,1.6226,0.4942,0.1787,-0.2036,-1.2855
2019-06-12 14:00:00,1.0703,0.8086,-2.4249,0.6943,-1.74
2019-06-12 15:00:00,0.3032,-0.1607,-0.0685,-2.1088,1.9865
2019-06-12 16:00:00,-0.4336,0.014,-0.9036,-0.2106,0.3913
2019-06-12 17:00:00,-0.0734,-2.1905,-1.2314,0.5646,0.0143
2019-06-12 18:00:00,-0.7967,-0.5016,-0.2783,0.0915,0.0492
2019-06-12 19:00:00,-0.8999,0.0705,0.1616,-2.1242,1.886
2019-06-12 20:00:00,1.6955,-1.4078,-0.293,-0.4769,-0.3335
2019-06-12 21:00:00,0.1054,-0.7279,1.1222,0.2985,0.0527
2019-06-12 22:00:00,-0.0698,0.2412,-1.9845,0.0784,1.2308
2019-06-12 23:00:00,0.4927,0.9433,0.3704,1.9684,1.0108
2019-06-13 00:00:00,0.5627,-1.0147,-0.8843,0.1162,-0.0979
2019-06-13 01:00:00,0.343,0.544,-1.0216,0.1259,-2.3615
2019-06-13 02:00:00,-1.4211,1.944,-1.2441,1.238,1.2772
2019-06-13 03:00:00,-0.1549,-0.7955,0.9314,-1.7796,-2.3499
2019-06-13 04:00:00,0.1196,0.5121,0.6102,-0.368,1.1646
2019-06-13 05:00:00,0.549,-2.1414,-0.4071,-0.2376,-0.1327
2019-06-13 06:00:00,-1.4046,0.4878,-0.6185,-0.8561,-0.0652
2019-06-13 07:00:00,-2.017,2.7594,0.0804,0.643,-0.1901
2019-06-13 08:00:00,1.6062,-0.337,-1.1295,1.9783,1.3539
2019-06-13 09:00:00,-1.4316,-0.2184,0.707,-0.6891,-1.6591
2019-06-13 10:00:00,-0.5263,-1.1745,0.6218,-0.7969,1.2357
2019-06-13 11:00:00,1.0614,-0.0465,-1.2574,-0.1317,0.2323
2019-06-13 12:00:00,0.1036,-0.1331,-1.9418,1.2929,-0.1847
2019-06-13 13:00:00,-0.7765,-0.1201,0.5578,-2.0943,0.1066
2019-06-13 14:00:00,0.4892,-0.6779,2.2804,-0.6213,0.76
2019-06-13 15:00:00,1.3082,-0.6687,-1.4006,0.8023,-0.731
2019-06-13 16:00:00,0.3295,-0.1835,-0.9662,-1.952,0.2545
2019-06-13 17:00:00,0.0593,-2.0712,-1.5376,-0.1233,1.3682
2019-06-13 18:00:00,0.8643,-0.22,-1.358,1.3191,0.0133
2019-06-13 19:00:00,-1.5612,-1.0352,2.1936,-1.178,-0.1463
2019-06-13 20:00:00,-0.9972,0.5779,0.02,-0.0108,-1.4312
2019-06-13 21:00:00,-0.6949,0.6817,-1.9124,0.624,-0.3957
2019-06-13 22:00:00,-1.0601,0.2103,0.5028,-0.3815,-1.2236
2019-06-13 23:00:00,-0.0099,-0.0658,1.2632,-0.3652,0.6872
2019-06-14 00:00:00,-0.3512,-0.4479,1.5003,0.4197,-0.6806
2019-06-14 01:00:00,-2.0026,-0.5634,0.2192,1.2433,-0.2184
2019-06-14 02:00:00,0.6212,-0.0647,-1.0209,0.4256,-0.5064
2019-06-14 03:00:00,1.0703,-0.9407,-0.2126,-0.3568,0.709
2019-06-14 04:00:00,-0.0225,-0.414,0.6091,-1.7868,0.1753
2019-06-14 05:00:00,-0.5119,-1.1585,0.5932,-0.4511,-1.2262
2019-06-14 06:00:00,-0.0622,0.5122,2.4015,-0.4743,-0.1112
2019-06-14 07:00:00,2.3553,0.8323,-0.7262,0.2965,0.9477
2019-06-14 08:00:00,2.3875,1.177,-2.1321,0.259,1.4083
2019-06-14 09:00:00,-0.8892,0.0148,0.4693,0.3581,-0.162
2019-06-14 10:00:00,1.0566,-0.7014,0.9625,-1.1763,-1.154
2019-06-14 11:00:00,-0.4293,1.7747,0.2395,0.3964,0.5189
2019-06-14 12:00:00,-0.2683,0.7352,-0.2601,0.7608,-0.8159
2019-06-14 13:00:00,-0.3434,0.4481,0.7152,-0.5923,-0.2968
2019-06-14 14:00:00,0.7391,-0.7887,0.7187,0.8553,-1.465
2019-06-14 15:00:00,-0.2395,-0.1811,1.1031,0.6397,0.4114
2019-06-14 16:00:00,1.9872,1.1567,-0.6269,0.1808,-0.7403
2019-06-14 17:00:00,-1.3344,-1.6675,-0.4063,1.8258,-0.8552
2019-06-14 18:00:00,0.0822,0.0661,-0.2512,0.6427,0.4002
2019-06-14 19:00:00,0.6392,-1.1394,-1.0638,0.6736,1.1742
2019-06-14 20:00:00,0.3318,2.6331,-1.5442,0.8385,-0.7684
2019-06-14 21:00:00,1.031,-0.7198,0.5446,0.5709,-1.162
2019-06-14 22:00:00,-1.6674,0.4809,0.2798,0.6285,-2.6225
2019-06-14 23:00:00,1.0786,0.9381,-0.7865,-0.3466,-0.3883
2019-06-15 00:00:00,0.5586,-1.2416,-1.6898,-0.3055,-0.8402
2019-06-15 01:00:00,0.0703,-0.6122,0.4626,1.4157,-0.3894
2019-06-15 02:00:00,-1.1287,0.2156,0.5079,0.3835,0.6574
2019-06-15 03:00:00,1.3495,0.2723,-0.719,1.7593,1.2176
2019-06-15 04:00:00,1.4013,0.4345,-1.2823,1.1786,1.1697
2019-06-15 05:00:00,-0.4827,0.5853,-0.6832,-0.4304,0.0841
2019-06-15 06:00:00,-2.038,-0.1852,-0.0119,-0.3188,1.6154
2019-06-15 07:00:00,-0.0132,-0.6091,0.5253,-0.3663,0.6414
2019-06-15 08:00:00,1.8654,-0.8526,0.4951,-1.0026,-0.0615
2019-06-15 09:00:00,-0.7034,-0.038,-0.1402,-1.4241,0.1952
2019-06-15 10:00:00,0.0015,0.6838,-0.6309,-0.9557,-1.184
2019-06-15 11:00:00,1.2738,-1.7658,-1.3653,-1.3918,0.962
2019-06-15 12:00:00,-0.9996,0.7182,-0.0961,0.593,-0.189
2019-06-15 13:00:00,0.0442,0.4748,-0.0408,1.6643,0.0439
2019-06-15 14:00:00,1.0794,0.4071,1.1661,-0.8514,-0.8108
2019-06-15 15:00:00,1.1967,1.0911,-0.915,0.8132,-0.663
2019-06-15 16:00:00,0.6978,-0.5715,0.058,0.3812,-1.1495
2019-06-15 17:00:00,0.3609,-0.6672,0.2578,0.8262,0.1914
2019-06-15 18:00:00,-0.1923,0.1771,1.2124,1.2141,0.2776
2019-06-15 19:00:00,0.8163,0.5729,-0.6494,-1.0888,-0.4531
2019-06-15 20:00:00,-0.9933,-0.8036,0.1364,-2.4731,1.2824
2019-06-15 21:00:00,-1.7502,0.7359,0.4264,0.1584,-0.0476
2019-06-15 22:00:00,-0.9361,-0.7479,0.043,0.0827,1.411
2019-06-15 23:00:00,0.4239,-1.0277,-1.4477,-2.4492,1.1453
2019-06-16 00:00:00,-1.0015,-0.2292,-0.5221,0.5861,1.533
2019-06-16 01:00:00,-0.2757,1.1659,-1.1173,-1.6764,-1.0155
2019-06-16 02:00:00,-1.4975,0.9092,-0.6845,0.1667,0.6764
2019-06-16 03:00:00,-1.327,1.3242,0.0321,-0.2115,0.0654
2019-06-16 04:00:00,0.853,1.5819,-0.7404,-1.4091,-1.0541
2019-06-16 05:00:00,-1.1646,-0.2721,0.3017,0.4702,-0.0028
2019-06-16 06:00:00,0.0733,-0.6469,-1.3252,1.3809,-0.2191
2019-06-16 07:00:00,-1.3466,-0.6405,0.2558,0.5945,1.3392
2019-06-16 08:00:00,0.7584,-1.1218,1.0709,0.1895,-0.0142
2019-06-16 09:00:00,0.0878,0.1191,1.0506,-0.2943,-1.223
2019-06-16 10:00:00,-0.5441,-1.0356,-0.811,-0.7437,-1.8948
2019-06-16 11:00:00,1.0658,-0.6529,-0.3785,0.3358,0.6557
2019-06-16 12:00:00,-2.7351,2.1924,1.1861,-0.7483,1.6265
2019-06-16 13:00:00,-0.2255,-0.3308,0.2353,-0.3529,-0.4322
2019-06-16 14:00:00,-0.5616,-0.3827,0.8966,-0.8732,0.1539
2019-06-16 15:00:00,0.1688,-0.4391,-0.0428,1.5514,-2.8619
2019-06-16 16:00:00,-0.7951,0.0974,-0.9243,-0.3045,-0.2978
2019-06-16 17:00:00,0.1532,-0.0058,-0.3938,0.6197,-0.348
2019-06-16 18:00:00,1.2232,0.3318,0.0253,-0.8677,-1.3512
2019-06-16 19:00:00,1.0039,-1.6293,0.6052,1.1237,0.5318
2019-06-16 20:00:00,-1.9355,1.1162,2.1346,-0.468,-0.4088
2019-06-16 21:00:00,0.0554,1.084,0.2645,-1.2151,-0.9816
2019-06-16 22:00:00,0.6318,-1.5709,-0.7064,1.2617,0.9478
2019-06-16 23:00:00,1.2721,-0.716,-0.6285,-0.6795,-0.9347
2019-06-17 00:00:00,0.5926,0.8176,-0.0334,-0.7322,-1.1828
2019-06-17 01:00:00,1.3819,-0.6175,0.8401,-2.6482,-0.3696
2019-06-17 02:00:00,0.0994,0.9341,-1.425,-0.8566,-0.3955
2019-06-17 03:00:00,-1.7763,-0.7328,-0.9595,0.3734,-1.3103
2019-06-17 04:00:00,0.2599,-0.9742,-1.5441,0.1527,-0.1239
2019-06-17 05:00:00,0.9244,0.1237,-0.1668,0.568,3.7811
2019-06-17 06:00:00,0.8638,0.5404,0.5743,1.4411,-0.5612
2019-06-17 07:00:00,-0.2263,-0.0757,-1.2169,0.9197,1.9111
2019-06-17 08:00:00,-0.0956,1.9147,0.6185,2.4108,1.654
2019-06-17 09:00:00,-0.7301,1.6795,0.1694,1.0656,0.2348
2019-06-17 10:00:00,-0.3227,0.4326,-0.3875,1.8151,0.047
2019-06-17 11:00:00,1.376,-0.0216,0.732,0.0447,2.1249
2019-06-17 12:00:00,-0.4482,-0.5898,-0.7966,-0.5557,0.0563
2019-06-17 13:00:00,-1.5199,-0.4352,-0.7234,1.0739,0.4826
2019-06-17 14:00:00,0.747,0.9231,0.0075,-0.0093,0.2136
2019-06-17 15:00:00,-0.5306,0.8342,0.6878,0.3364,0.414
2019-06-17 16:00:00,-1.2689,0.575,-0.2628,0.2356,0.4449
2019-06-17 17:00:00,-0.2186,-0.7032,-0.6925,-0.1907,0.1213
2019-06-17 18:00:00,-0.1852,0.9073,-0.0951,-1.1506,-0.8161
2019-06-17 19:00:00,0.1363,1.1494,-0.2556,-0.5626,-0.9739
2019-06-17 20:00:00,2.2263,-2.6443,0.1682,0.4545,0.9462
2019-06-17 21:00:00,0.711,0.221,-0.8737,-1.0503,0.804
2019-06-17 22:00:00,1.2419,-0.0042,-0.538,0.7859,-0.4869
2019-06-17 23:00:00,-0.1192,-1.8557,-0.6756,0.6985,0.2615
2019-06-18 00:00:00,-0.557,-1.1887,-1.4477,-0.4386,-0.2459
2019-06-18 01:00:00,-0.6582,-0.9074,-0.4859,0.0855,-0.206
2019-06-18 02:00:00,1.1701,-0.1413,-0.1525,0.4893,1.0201
2019-06-18 03:00:00,0.3775,0.8302,2.3974,1.834,-0.7537
2019-06-18 04:00:00,-0.1335,0.1481,1.3802,-0.6643,-0.8051
2019-06-18 05:00:00,0.9352,0.2163,0.352,-1.4564,-2.0466
2019-06-18 06:00:00,1.289,-0.5202,0.0182,0.8756,0.3425
2019-06-18 07:00:00,-0.4551,0.7393,-1.077,0.4371,-1.614
2019-06-18 08:00:00,-1.7755,0.647,0.2967,-1.9365,1.6057
2019-06-18 09:00:00,0.3017,-0.3705,-0.1086,-2.4821,-0.6486
2019-06-18 10:00:00,1.0902,-1.0226,0.0608,2.1852,1.4487
2019-06-18 11:00:00,-0.5676,-0.7772,-0.7353,0.5656,-0.4788
2019-06-18 12:00:00,-0.2664,-0.7463,-1.5705,-0.624,-1.3429
2019-06-18 13:00:00,0.047,2.9837,0.1334,-0.0878,1.0692
2019-06-18 14:00:00,0.6489,0.8641,0.1174,1.5933,-0.8036
2019-06-18 15:00:00,-0.0141,0.7555,0.5043,-1.5078,0.2675
2019-06-18 16:00:00,-0.5225,0.7487,0.528,-0.5908,-1.2925
2019-06-18 17:00:00,0.9,-0.2965,-0.4119,0.9604,1.1795
2019-06-18 18:00:00,-1.2364,-0.648,-0.391,0.4171,-0.306
2019-06-18 19:00:00,-1.493,-0.8778,-0.4526,-0.0405,1.2559
2019-06-18 20:00:00,-0.0168,-1.0325,-0.7334,-0.926,1.1228
2019-06-18 21:00:00,-1.3176,-0.1936,0.5976,-0.5933,1.4099
2019-06-18 22:00:00,0.0855,0.1359,0.606,-0.2412,-2.2047
2019-06-18 23:00:00,-0.4013,1.2914,-0.2244,-0.7929,0.1483
2019-06-19 00:00:00,0.6796,-1.0123,-0.1338,0.0777,0.4754
2019-06-19 01:00:00,-0.2703,-0.1814,-0.0556,-1.1826,1.9058
2019-06-19 02:00:00,1.3214,0.2668,-1.2255,-0.534,0.1337
2019-06-19 03:00:00,1.1844,-0.3923,0.7718,0.5566,0.186
2019-06-19 04:00:00,-0.6913,-0.537,0.312,-0.2295,-1.4544
2019-06-19 05:00:00,-0.4972,0.0332,0.6036,0.7254,-0.046
2019-06-19 06:00:00,-0.6232,-0.5304,0.231,-0.8023,-1.1745
2019-06-19 07:00:00,-0.3183,0.6515,-0.4086,-1.254,-2.1112
2019-06-19 08:00:00,-1.762,-0.1745,-0.3249,0.0266,1.3236
2019-06-19 09:00:00,-1.1236,-0.4945,-0.4388,-0.0269,0.0382
2019-06-19 10:00:00,-1.2803,1.524,0.1759,-0.0888,0.3196
2019-06-19 11:00:00,-1.8556,-0.3569,-1.3968,1.07,-0.3019
2019-06-19 12:00:00,0.2412,-0.456,-0.9021,1.9104,1.2901
2019-06-19 13:00:00,0.0699,0.4962,0.7126,-0.505,0.1636
2019-06-19 14:00:00,2.3393,0.6349,0.1962,1.0486,2.5358
2019-06-19 15:00:00,0.5369,1.5112,-0.0388,-2.0838,1.3135
2019-06-19 16:00:00,1.2686,-0.1027,0.8982,0.1487,-0.058
2019-06-19 17:00:00,-0.2999,-0.1477,-2.2112,-1.9105,0.4232
2019-06-19 18:00:00,-0.3249,-1.0466,-1.7379,1.1166,-0.3149
2019-06-19 19:00:00,0.0037,1.0659,0.4203,-3.6335,-1.2566
2019-06-19 20:00:00,-0.7312,-0.7973,-1.1569,-0.5578,0.7063
2019-06-19 21:00:00,0.7584,-0.1751,0.2633,1.0656,1.1085
2019-06-19 22:00:00,-0.6377,-0.8188,0.8327,-0.1316,1.4659
